Date,Open,High,Low,Close,Adj Close,Volume
2020-05-21,524.219971,529.460022,522.140015,522.809998,522.809998,88447600
2020-05-22,515.030029,525.099976,514.320007,524.380005,524.380005,105195900
2020-05-25,528.719971,533.559998,526.229980,532.820007,532.820007,56793600
2020-05-26,538.400024,538.650024,529.719971,531.299988,531.299988,122450900
2020-05-27,532.419983,533.400024,523.260010,528.960022,528.960022,169157800
2020-05-28,532.210022,539.619995,531.000000,538.619995,538.619995,127433400
2020-05-29,533.729980,536.940002,529.979980,532.570007,532.570007,179738400
2020-06-01,540.469971,540.609985,532.890015,539.539978,539.539978,91884200
2020-06-02,543.039978,547.989990,541.409973,546.119995,546.119995,130017400
2020-06-03,551.690002,562.460022,551.539978,561.299988,561.299988,159580800
2020-06-04,557.890015,563.869995,555.950012,559.130005,559.130005,154019400
2020-06-05,563.859985,573.460022,562.799988,572.799988,572.799988,194111900
2020-06-08,567.440002,572.080017,563.559998,566.200012,566.200012,177277000
2020-06-09,568.530029,569.619995,558.419983,561.750000,561.750000,166234300
2020-06-10,564.599976,567.270020,558.210022,559.280029,559.280029,141828600
2020-06-11,549.580017,551.460022,540.260010,540.260010,540.260010,179831000
2020-06-12,536.809998,550.960022,535.349976,545.159973,545.159973,149419300
2020-06-15,534.080017,543.890015,529.780029,541.919983,541.919983,134158100
2020-06-16,553.169983,564.349976,551.760010,560.010010,560.010010,145589100
2020-06-17,560.669983,568.659973,560.429993,566.479980,566.479980,127055800
2020-06-18,564.679993,569.630005,560.700012,562.609985,562.609985,120256500
2020-06-19,566.520020,570.469971,565.950012,567.830017,567.830017,236385400
2020-06-22,562.280029,571.500000,561.419983,565.070007,565.070007,88819200
2020-06-23,568.950012,576.450012,568.789978,574.190002,574.190002,111639600
2020-06-24,571.409973,572.539978,557.330017,557.330017,557.330017,113318600
2020-06-25,555.929993,562.210022,549.880005,560.409973,560.409973,107856800
2020-06-26,564.979980,569.229980,559.000000,559.820007,559.820007,92300
2020-06-29,558.549988,563.219971,556.070007,560.159973,560.159973,95628100
2020-06-30,563.340027,564.760010,555.580017,559.729980,559.729980,107846700
2020-07-01,561.010010,564.570007,553.909973,562.669983,562.669983,102714200
2020-07-02,566.929993,571.239990,564.450012,570.750000,570.750000,120861700
2020-07-03,572.469971,574.010010,566.919983,568.630005,568.630005,63247400
2020-07-06,579.619995,580.210022,573.789978,578.520020,578.520020,96900
2020-07-07,576.969971,577.099976,572.270020,575.520020,575.520020,83273600
2020-07-08,573.760010,578.270020,570.869995,572.179993,572.179993,87700500
2020-07-09,574.919983,576.049988,566.710022,567.380005,567.380005,83960800
2020-07-10,565.280029,571.919983,564.710022,570.520020,570.520020,80387200
2020-07-13,578.260010,579.270020,573.549988,578.849976,578.849976,75811800
2020-07-14,571.440002,572.510010,566.369995,572.510010,572.510010,100295700
2020-07-15,577.669983,582.429993,575.250000,577.559998,577.559998,97306000
2020-07-16,573.859985,574.570007,569.659973,573.940002,573.940002,72736000
2020-07-17,575.450012,575.969971,572.270020,573.799988,573.799988,75291600
2020-07-20,573.479980,580.460022,569.460022,579.140015,579.140015,66022000
2020-07-21,584.039978,587.030029,580.419983,581.289978,581.289978,100910000
2020-07-22,578.400024,579.210022,571.349976,572.900024,572.900024,83266000
2020-07-23,578.409973,580.739990,574.979980,576.669983,576.669983,79770000
2020-07-24,568.080017,568.140015,560.539978,563.950012,563.950012,72827200
2020-07-27,561.599976,566.729980,560.190002,564.369995,564.369995,75920900
2020-07-28,566.789978,568.020020,561.900024,566.330017,566.330017,75754500
2020-07-29,563.200012,566.820007,563.109985,564.109985,564.109985,71174300
2020-07-30,564.669983,564.669983,543.630005,549.200012,549.200012,115327900
2020-07-31,551.140015,556.890015,545.289978,545.289978,545.289978,95229600
2020-08-03,546.520020,559.030029,544.960022,557.729980,557.729980,89068000
2020-08-04,561.030029,563.099976,554.650024,557.940002,557.940002,77006300
2020-08-05,563.299988,566.299988,562.090027,563.049988,563.049988,79449600
2020-08-06,560.210022,563.979980,557.090027,558.460022,558.460022,90786300
2020-08-07,555.750000,561.380005,554.880005,559.570007,559.570007,76869200
2020-08-10,560.340027,561.630005,555.489990,557.080017,557.080017,76435700
2020-08-11,561.750000,569.090027,561.070007,565.559998,565.559998,107035300
2020-08-12,564.669983,575.710022,564.669983,575.059998,575.059998,104288500
2020-08-13,572.770020,573.229980,569.179993,569.950012,569.950012,113942900
2020-08-14,568.510010,568.859985,557.270020,560.840027,560.840027,88153000
2020-08-17,562.010010,563.979980,558.080017,562.940002,562.940002,59124500
2020-08-18,561.650024,565.539978,557.739990,559.440002,559.440002,68364800
2020-08-19,557.789978,560.340027,556.500000,560.229980,560.229980,71441200
2020-08-20,552.679993,555.390015,550.390015,552.440002,552.440002,69707900
2020-08-21,552.729980,554.900024,545.010010,551.369995,551.369995,83956300
2020-08-24,557.289978,563.739990,557.289978,560.989990,560.989990,70231800
2020-08-25,563.000000,565.909973,559.650024,559.809998,559.809998,84854500
2020-08-26,559.729980,566.260010,558.280029,566.229980,566.229980,65353900
2020-08-27,567.750000,568.210022,562.409973,562.409973,562.409973,69850600
2020-08-28,563.650024,563.650024,555.390015,556.799988,556.799988,74427200
2020-08-31,559.830017,561.919983,548.700012,549.200012,549.200012,79687100
2020-09-01,552.780029,556.469971,547.429993,552.219971,552.219971,83596600
2020-09-02,555.340027,565.570007,554.710022,561.270020,561.270020,83608900
2020-09-03,565.450012,568.080017,546.799988,549.599976,549.599976,98200
2020-09-04,545.489990,552.340027,535.210022,540.270020,540.270020,107800
2020-09-07,541.169983,547.859985,541.150024,547.140015,547.140015,59132800
2020-09-08,547.380005,548.479980,534.650024,540.789978,540.789978,90700
2020-09-09,541.880005,553.130005,541.739990,552.049988,552.049988,91600
2020-09-10,553.039978,553.880005,548.409973,550.500000,550.500000,77400
2020-09-11,550.059998,554.679993,548.760010,552.010010,552.010010,72400
2020-09-14,556.250000,557.640015,551.780029,552.440002,552.440002,60000
2020-09-15,553.280029,557.599976,551.429993,555.950012,555.950012,74700
2020-09-16,556.250000,559.989990,556.030029,558.429993,558.429993,81900
2020-09-17,552.479980,552.479980,552.479980,552.479980,552.479980,91436600
2020-09-18,550.849976,550.849976,550.849976,550.849976,550.849976,181495500
2020-09-21,546.000000,546.369995,533.219971,536.010010,536.010010,137749800
2020-09-22,540.780029,540.780029,540.780029,540.780029,540.780029,97427600
2020-09-23,545.679993,545.679993,545.679993,545.679993,545.679993,88113500
2020-09-24,537.140015,544.409973,536.859985,541.109985,541.109985,97044100
2020-09-25,540.909973,540.909973,540.909973,540.909973,540.909973,85102200
2020-09-28,547.909973,553.190002,545.280029,551.669983,551.669983,100535100
2020-09-29,552.000000,552.090027,548.369995,548.919983,548.919983,78213700
2020-09-30,546.510010,551.880005,546.510010,547.700012,547.700012,99739500
2020-10-01,551.169983,553.440002,547.830017,550.539978,550.539978,106656400
2020-10-02,553.119995,553.119995,553.119995,553.119995,553.119995,103390300
2020-10-05,557.609985,559.650024,555.440002,557.919983,557.919983,90249100
2020-10-06,559.770020,559.809998,553.630005,555.380005,555.380005,107462700
2020-10-07,554.239990,556.190002,551.719971,554.599976,554.599976,92307500
2020-10-08,557.830017,561.609985,554.820007,559.940002,559.940002,97981200
2020-10-09,561.169983,567.789978,560.979980,567.169983,567.169983,111772000
2020-10-12,568.820007,573.840027,568.780029,572.309998,572.309998,131979900
2020-10-13,572.619995,575.520020,569.239990,572.469971,572.469971,100526700
2020-10-14,572.229980,574.349976,569.849976,571.979980,571.979980,92905900
2020-10-15,564.330017,564.969971,557.760010,560.469971,560.469971,106151700
2020-10-16,564.400024,570.830017,562.840027,568.179993,568.179993,104109900
2020-10-19,572.059998,574.239990,563.909973,565.250000,565.250000,48578400
2020-10-20,565.650024,566.729980,562.369995,564.000000,564.000000,96797500
2020-10-21,566.309998,566.400024,556.440002,557.400024,557.400024,88514500
2020-10-22,554.940002,557.169983,549.659973,554.200012,554.200012,87377800
2020-10-23,552.530029,558.330017,551.390015,554.340027,554.340027,88981800
2020-10-26,545.969971,551.900024,545.599976,545.950012,545.950012,90731300
2020-10-27,547.969971,547.969971,542.070007,545.650024,545.650024,111434000
2020-10-28,539.690002,541.130005,529.169983,534.090027,534.090027,155451600
2020-10-29,534.619995,538.229980,527.859985,534.429993,534.429993,121366700
2020-10-30,529.219971,536.210022,529.109985,533.880005,533.880005,121144600
2020-11-02,535.409973,545.270020,533.390015,543.909973,543.909973,110280700
2020-11-03,554.479980,554.479980,554.479980,554.479980,554.479980,119704500
2020-11-04,548.479980,565.659973,547.599976,565.260010,565.260010,134786900
2020-11-05,570.700012,573.750000,569.520020,571.599976,571.599976,133700
2020-11-06,569.450012,574.640015,565.640015,572.900024,572.900024,98400
2020-11-09,581.109985,599.200012,580.090027,593.929993,593.929993,250200
2020-11-10,590.369995,594.820007,588.950012,591.869995,591.869995,223616500
2020-11-11,591.299988,600.429993,589.049988,599.210022,599.210022,141100
2020-11-12,595.320007,603.440002,594.830017,600.049988,600.049988,165200
2020-11-13,597.669983,601.919983,596.869995,596.869995,596.869995,125100
2020-11-16,602.059998,604.190002,597.599976,601.669983,601.669983,153500
2020-11-17,599.570007,601.690002,596.799988,600.940002,600.940002,111000
2020-11-18,598.359985,603.770020,597.609985,600.880005,600.880005,101400
2020-11-19,596.000000,597.950012,593.969971,596.010010,596.010010,100700
2020-11-20,595.690002,601.659973,595.119995,601.619995,601.619995,86800
2020-11-23,605.650024,607.299988,601.369995,601.369995,601.369995,111277800
2020-11-24,607.469971,608.260010,604.469971,607.460022,607.460022,155558400
2020-11-25,607.489990,608.090027,603.549988,606.390015,606.390015,134203400
2020-11-26,608.280029,610.130005,607.099976,607.390015,607.390015,69411800
2020-11-27,608.400024,613.590027,608.080017,611.669983,611.669983,172510200
2020-11-30,609.210022,615.109985,606.020020,606.020020,606.020020,143900
2020-12-01,609.000000,613.409973,607.299988,611.409973,611.409973,108100
2020-12-02,608.760010,612.320007,607.729980,610.940002,610.940002,99300
2020-12-03,612.429993,613.260010,608.390015,610.479980,610.479980,89300
2020-12-04,611.530029,615.669983,610.070007,615.669983,615.669983,99400
2020-12-07,615.780029,616.349976,611.780029,616.200012,616.200012,78600
2020-12-08,615.369995,618.359985,613.750000,616.590027,616.590027,80300
2020-12-09,619.330017,622.010010,617.940002,619.719971,619.719971,91000
2020-12-10,619.390015,621.619995,614.090027,618.099976,618.099976,113800
2020-12-11,616.919983,618.020020,611.460022,614.460022,614.460022,114400
2020-12-14,617.989990,619.559998,612.880005,612.880005,612.880005,91600
2020-12-15,612.219971,618.590027,611.530029,617.340027,617.340027,102000
2020-12-16,620.989990,623.609985,618.109985,621.859985,621.859985,113500
2020-12-17,625.359985,626.469971,624.349976,624.750000,624.750000,96500
2020-12-18,623.690002,628.890015,623.169983,625.250000,625.250000,189600
2020-12-21,615.640015,617.309998,602.640015,609.390015,609.390015,142000
2020-12-22,611.869995,618.859985,611.830017,617.500000,617.500000,66100
2020-12-23,618.460022,623.640015,618.450012,622.419983,622.419983,67600
2020-12-24,623.919983,626.460022,623.619995,626.369995,626.369995,23805300
2020-12-28,627.539978,627.590027,627.539978,627.590027,627.590027,54800
2020-12-29,629.169983,633.119995,628.400024,629.140015,629.140015,55300
2020-12-30,630.109985,631.049988,627.590027,628.059998,628.059998,44600
2020-12-31,625.190002,628.049988,623.940002,624.609985,624.609985,25300
2021-01-04,632.020020,636.239990,629.409973,631.030029,631.030029,93100
2021-01-05,629.940002,634.109985,628.979980,633.619995,633.619995,102300
2021-01-06,636.570007,641.250000,631.400024,639.159973,639.159973,142600
2021-01-07,641.280029,642.390015,635.960022,637.409973,637.409973,108900
2021-01-08,643.039978,645.599976,642.200012,645.599976,645.599976,102300
2021-01-11,645.159973,646.919983,639.520020,642.419983,642.419983,85500
2021-01-12,645.950012,646.059998,641.429993,643.580017,643.580017,88800
2021-01-13,644.239990,645.419983,641.440002,644.380005,644.380005,87600
2021-01-14,650.369995,656.659973,649.140015,656.659973,656.659973,88000
2021-01-15,654.390015,655.239990,647.539978,651.729980,651.729980,113400
2021-01-18,648.849976,651.609985,648.830017,650.299988,650.299988,62060600
2021-01-19,654.549988,654.549988,649.130005,651.280029,651.280029,77667900
2021-01-20,655.659973,661.090027,654.539978,659.299988,659.299988,69100
2021-01-21,663.460022,666.659973,662.479980,663.880005,663.880005,68800
2021-01-22,660.150024,660.890015,655.900024,660.530029,660.530029,72300
2021-01-25,666.940002,667.849976,655.159973,658.239990,658.239990,96500
2021-01-26,656.580017,662.469971,656.070007,658.539978,658.539978,86100
2021-01-27,654.340027,656.359985,642.090027,647.919983,647.919983,136100
2021-01-28,639.549988,650.119995,633.679993,649.000000,649.000000,109859000
2021-01-29,641.330017,644.940002,637.109985,637.109985,637.109985,102100
2021-02-01,642.659973,648.880005,642.219971,647.340027,647.340027,81300
2021-02-02,651.340027,654.580017,650.880005,652.869995,652.869995,93400
2021-02-03,658.219971,659.159973,651.489990,654.890015,654.890015,83800
2021-02-04,652.530029,655.799988,651.609985,654.380005,654.380005,92800
2021-02-05,657.700012,657.700012,652.260010,653.239990,653.239990,84300
2021-02-08,657.729980,658.250000,654.380005,656.390015,656.390015,82400
2021-02-09,657.539978,657.979980,653.869995,657.070007,657.070007,76200
2021-02-10,660.500000,663.229980,654.489990,657.229980,657.229980,103800
2021-02-11,659.880005,664.340027,658.190002,664.340027,664.340027,110900
2021-02-12,665.159973,677.239990,665.159973,676.830017,676.830017,135600
2021-02-15,680.429993,686.979980,679.080017,685.179993,685.179993,119790800
2021-02-16,686.940002,689.239990,685.760010,687.429993,687.429993,90700
2021-02-17,686.549988,688.830017,681.039978,681.039978,681.039978,112900
2021-02-18,681.440002,683.510010,670.409973,672.809998,672.809998,99800
2021-02-19,674.450012,679.789978,671.739990,678.479980,678.479980,98600
2021-02-22,672.159973,673.130005,666.090027,671.750000,671.750000,96800
2021-02-23,669.619995,669.619995,653.940002,664.059998,664.059998,191000
2021-02-24,662.429993,666.590027,659.559998,664.539978,664.539978,112900
2021-02-25,670.229980,671.489990,664.479980,664.479980,664.479980,115300
2021-02-26,651.210022,658.229980,647.900024,651.260010,651.260010,133500
2021-03-01,662.020020,665.690002,658.619995,664.580017,664.580017,104100
2021-03-02,662.359985,668.239990,660.270020,663.260010,663.260010,103300
2021-03-03,667.599976,668.669983,658.859985,663.349976,663.349976,110800
2021-03-04,656.880005,661.359985,652.169983,657.669983,657.669983,110600
2021-03-05,650.849976,662.739990,649.969971,653.869995,653.869995,129300
2021-03-08,657.960022,665.650024,657.960022,665.650024,665.650024,128700
2021-03-09,665.289978,676.469971,665.080017,675.099976,675.099976,122100
2021-03-10,675.299988,681.380005,673.260010,678.030029,678.030029,111900
2021-03-11,682.530029,684.760010,681.049988,683.710022,683.710022,113200
2021-03-12,679.799988,679.890015,675.469971,677.409973,677.409973,91451700
2021-03-15,678.429993,681.539978,676.140015,678.799988,678.799988,93648000
2021-03-16,682.739990,684.450012,679.650024,683.650024,683.650024,1068000
2021-03-17,682.219971,684.400024,679.109985,680.710022,680.710022,921800
2021-03-18,684.049988,684.460022,680.159973,682.390015,682.390015,107961600
